-6514.177458	-3467.433510
-6515.742721	-3466.401456
-6517.086866	-3466.296487
-6518.168227	-3464.975057
-6519.002944	-3464.078601
-6520.142414	-3464.456084
-6521.235629	-3463.293193
-6522.312478	-3463.096333
-6523.677375	-3462.588009
-6525.339009	-3461.721459
-6526.501924	-3461.255331
-6527.800023	-3461.391873
-6529.038039	-3461.295593
-6530.050750	-3460.474582
-6531.356080	-3460.981470
-6532.828909	-3460.846925
-6534.360750	-3461.136044
-6535.454154	-3461.014933
-6536.464195	-3461.733816
-6537.957496	-3461.624800
-6538.747024	-3462.224493
-6540.667211	-3462.406370
-6541.554957	-3462.593745
-6542.495213	-3462.725002
-6544.269023	-3464.019823
-6545.168070	-3464.353420
-6546.623091	-3465.335903
-6547.609785	-3465.911835
-6548.798109	-3465.896417
-6549.636915	-3467.519980
-6550.195386	-3468.645203
-6551.281152	-3469.103517
-6551.889612	-3470.108786
-6552.561469	-3471.866304
-6553.514128	-3472.664365
-6554.089308	-3473.705594
-6554.738722	-3474.779704
-6554.843884	-3475.835281
-6555.850916	-3477.225840
-6556.992492	-3478.143526
-6556.861627	-3479.369971
-6557.093237	-3481.020326
-6557.290546	-3481.926714
-6557.544163	-3483.660381
-6558.088379	-3484.369879
-6558.019163	-3485.980978
-6557.945521	-3487.003001
-6557.940858	-3488.818687
-6557.288379	-3489.583924
-6558.205203	-3491.192155
-6557.229618	-3492.411589
-6556.829166	-3493.738363
-6556.998094	-3494.705884
-6556.246000	-3495.597087
-6555.934205	-3497.076880
-6555.670585	-3498.518823
-6554.725018	-3499.905065
-6553.592566	-3500.777017
-6553.495315	-3502.188458
-6552.416453	-3502.965105
-6552.118747	-3503.666163
-6551.187034	-3504.942558
-6550.363175	-3505.481218
-6549.457822	-3506.864155
-6548.303569	-3507.409819
-6547.244057	-3508.217105
-6546.022707	-3509.457918
-6545.264356	-3509.861113
-6543.772635	-3510.012997
-6542.673294	-3511.207459
-6541.473081	-3511.404094
-6540.101072	-3512.081509
-6538.405540	-3512.452239
-6537.492670	-3512.741095
-6536.085357	-3512.460341
-6534.445924	-3512.883681
-6533.418798	-3512.887078
-6532.283909	-3513.214559
-6530.694659	-3513.068969
-6529.051690	-3512.698996
-6528.581626	-3513.189980
-6526.886841	-3512.820444
-6526.112512	-3512.011902
-6524.985140	-3511.471649
-6523.574579	-3511.838399
-6522.175799	-3510.985688
-6521.549133	-3510.969284
-6520.274719	-3509.816683
-6518.677293	-3509.335305
-6517.378379	-3508.984704
-6516.257384	-3507.779010
-6515.335048	-3506.751165
-6514.534748	-3506.326295
-6513.380148	-3505.648915
-6511.895785	-3504.769088
-6511.203464	-3503.817061
-6511.017690	-3502.294654
-6509.831402	-3501.243540
-6509.752113	-3500.475743
-6508.826976	-3498.876678
-6508.312826	-3498.254528
-6507.610198	-3496.293278
-6507.747092	-3496.158098
-6506.800287	-3494.360906
-6506.604448	-3492.793583
-6506.287230	-3491.741651
-6506.489284	-3490.444508
-6506.158151	-3489.317035
-6506.427585	-3487.274741
-6506.170159	-3487.138101
-6506.190970	-3486.790601
-6506.037506	-3485.332167
-6505.979619	-3484.496276
-6505.938687	-3482.665071
-6506.740981	-3481.681557
-6506.623299	-3480.989097
-6506.739772	-3479.428305
-6507.193978	-3478.093932
-6508.438642	-3476.644804
-6508.278725	-3475.433587
-6509.145725	-3474.277874
-6509.334688	-3473.791963
-6510.179950	-3472.720557
-6511.326867	-3470.800981
-6511.956792	-3469.938884
-6512.749665	-3469.085573
-6514.554308	-3467.813149
-6514.958636	-3466.837497
-6515.894614	-3466.786856
-6517.161497	-3465.757284
-6518.567820	-3464.908287
-6518.761384	-3464.324144
-6520.345277	-3463.678646
-6520.986830	-3463.118615
-6522.829935	-3462.347808
-6523.484149	-3463.056119
-6524.807247	-3461.852899
-6526.115957	-3461.608750
-6527.875257	-3461.420373
-6528.908372	-3461.046988
-6530.294741	-3460.805118
-6531.745221	-3460.991126
-6532.895615	-3460.905689
-6534.551407	-3461.476798
-6535.410060	-3461.451836
-6536.711460	-3461.429960
-6538.179385	-3461.633691
-6539.001705	-3462.230810
-6540.752437	-3462.655761
-6541.736175	-3462.570276
-6542.703958	-3463.226889
-6543.970030	-3463.426771
-6545.895696	-3464.306514
-6546.517761	-3465.506632
-6547.481710	-3466.563816
-6548.561327	-3466.650519
-6549.795694	-3467.605236
-6550.353746	-3468.264178
-6551.296265	-3469.096219
-6551.719158	-3470.414396
-6552.876183	-3471.335241
-6553.452753	-3472.660862
-6554.403916	-3473.185026
-6555.556935	-3474.664437
-6556.038267	-3476.005162
-6556.349713	-3477.175884
-6556.722122	-3477.711327
-6556.825342	-3479.344436
-6557.592345	-3480.629460
-6557.811066	-3481.928890
-6557.762049	-3483.180469
-6558.159212	-3484.471097
-6558.445953	-3485.912832
-6558.265290	-3486.705952
-6558.259576	-3488.595394
-6557.739435	-3490.076924
-6557.706641	-3491.240988
-6557.371460	-3492.045252
-6557.371357	-3493.435167
-6556.233542	-3494.570845
-6556.408789	-3496.219688
-6556.229340	-3497.320286
-6555.802476	-3499.094077
-6554.769300	-3499.421453
-6554.257403	-3500.860969
-6553.822167	-3501.900939
-6552.785202	-3502.665443
-6552.308719	-3504.063328
-6550.742108	-3504.821444
-6549.442881	-3506.090564
-6548.838027	-3506.912097
-6548.148515	-3507.418010
-6546.595011	-3508.420564
-6545.829439	-3509.549870
-6545.461506	-3509.909487
-6543.686272	-3509.486370
-6542.437248	-3510.764083
-6541.084021	-3511.340343
-6540.070671	-3511.959519
-6538.417929	-3512.752512
-6537.900289	-3512.472857
-6535.481985	-3513.680314
-6534.521520	-3513.212350
-6533.701328	-3513.485758
-6532.236939	-3513.161985
-6531.280386	-3512.759457
-6529.995503	-3512.845111
-6528.396831	-3512.986364
-6526.836328	-3513.129975
-6525.578792	-3512.526621
-6523.956967	-3512.383597
-6523.452545	-3511.497776
-6522.201685	-3511.339449
-6521.759715	-3510.215486
-6519.864279	-3510.093380
-6518.590737	-3509.873848
-6517.519510	-3508.698409
-6516.657550	-3507.756666
-6515.820738	-3507.317935
-6514.570486	-3506.130696
-6512.843555	-3505.312811
-6512.885202	-3504.351826
-6511.756931	-3503.574024
-6511.306855	-3502.482070
-6509.864637	-3501.413173
-6509.286947	-3500.304628
-6508.839838	-3499.562837
-6508.325033	-3497.961321
-6507.349151	-3497.115312
-6507.162029	-3495.497747
-6506.940615	-3494.642678
-6506.565390	-3492.622301
-6505.874999	-3491.508149
-6505.982692	-3490.627627
-6505.909593	-3488.549250
-6505.743798	-3487.524170
-6505.929577	-3486.743981
-6585.995156	-3528.039408
-6564.972892	-3498.991833
-6550.294416	-3525.906957
-6540.536421	-3490.854489
-6566.165913	-3507.305337
-6514.935150	-3520.554410
-6545.616649	-3487.116839
-6536.307935	-3508.900234
-6546.289615	-3453.974300
-6534.299157	-3428.976659
-6496.254712	-3483.023155
-6579.683781	-3479.647119
-6557.046149	-3538.014886
-6544.267326	-3447.992885
-6517.549025	-3503.250658
-6558.651368	-3476.817093
-6545.670539	-3492.243814
-6513.674248	-3478.050210
-6563.987699	-3489.250519
-6504.709786	-3483.595469
-6523.086246	-3514.718676
-6517.153782	-3483.543300
-6532.387858	-3525.772039
-6557.983624	-3489.828159
-6573.667695	-3482.243540
-6528.004433	-3494.253508
-6513.359731	-3478.515006
-6513.134519	-3463.945871
-6534.241492	-3528.523661
-6489.066046	-3524.912146
-6527.180025	-3503.145157
-6542.497770	-3475.845188
-6529.258946	-3477.994433
-6548.046022	-3496.256627
-6514.089829	-3471.888270
-6491.446590	-3432.847981
-6504.905755	-3515.109236
-6525.532785	-3509.040512
-6567.448935	-3534.671400
-6548.585296	-3483.519440
-6521.500695	-3466.295628
-6533.995429	-3496.677597
-6495.987546	-3458.604221
-6514.784699	-3493.032158
-6569.347719	-3480.651502
-6515.510977	-3460.588337
-6514.582722	-3471.684865
-6486.394259	-3478.776403
-6529.777265	-3449.840281
-6525.148451	-3510.811224
