6.763894	2.880235	
6.680521	2.772412	
6.519476	2.945951	
6.916813	3.190058	
6.708840	3.773182	
7.187621	3.878355	
6.854048	4.167536	
7.423705	4.293741	
7.277624	4.383697	
6.793035	4.749976	
6.566529	5.031574	
6.892908	4.777139	
6.087840	5.474760	
6.507358	5.917846	
5.967211	5.818391	
5.900126	6.527911	
5.660912	6.421447	
5.867717	6.316172	
5.284941	6.576465	
5.013847	6.711406	
5.305024	7.028137	
4.810471	7.334154	
4.837003	7.161856	
4.407167	7.518021	
4.371523	8.027184	
3.293527	7.888905	
3.969666	7.954377	
4.148446	7.547930	
3.662656	7.705708	
3.379253	8.000168	
2.786415	7.946327	
2.662838	7.525686	
2.430498	7.583023	
2.133932	8.356765	
1.603402	7.820408	
1.494764	8.657672	
1.296903	7.341311	
0.955661	8.103758	
1.103680	7.918118	
1.369774	7.627568	
-0.029613	7.900113	
0.169089	7.453091	
-0.534255	7.849887	
0.062335	7.501241	
-0.126499	6.867391	
-1.262919	6.498914	
-0.388825	6.997758	
-1.497686	7.273012	
-1.296648	6.820162	
-1.219022	6.609216	
-1.679682	6.617415	
-1.200968	5.802690	
-1.220008	6.449894	
-2.150275	5.548147	
-2.899408	5.614611	
-2.561488	5.274683	
-2.819997	5.203135	
-2.897153	4.344033	
-3.096531	5.148859	
-2.813369	4.615507	
-2.271350	4.811187	
-3.172350	4.386636	
-3.083617	3.716100	
-2.678890	3.180182	
-2.681786	2.688310	
-2.904159	2.962635	
-2.733584	2.770958	
-2.759137	2.767361	
-3.101300	1.918089	
-2.812059	2.193584	
-2.972070	1.730946	
-3.081693	1.235009	
-2.538683	1.460793	
-2.614424	1.074098	
-2.584766	0.694740	
-2.323762	1.104915	
-1.986597	0.507099	
-2.025944	0.080533	
-1.936022	-0.006645	
-1.751030	-0.259543	
-1.650592	-0.421141	
-1.720128	-0.516023	
-1.064866	-1.002908	
-0.683090	-1.221160	
-1.063091	-1.024105	
-0.114377	-0.706690	
-0.528691	-1.493504	
-0.325867	-1.823513	
-0.293316	-1.698202	
-0.027972	-1.867220	
0.162077	-1.903794	
0.796260	-1.734499	
1.414589	-1.975529	
1.341776	-2.161867	
1.689890	-2.151270	
2.087694	-2.436934	
1.187577	-2.307469	
2.139623	-2.470329	
2.547774	-2.185427	
2.907921	-2.327789	
2.550432	-2.173533	
2.886916	-1.998607	
3.669699	-2.202700	
3.637760	-1.770729	
4.074715	-1.573253	
3.851879	-1.863091	
3.875868	-1.127269	
4.814392	-1.813451	
5.157583	-1.320489	
5.495769	-1.503183	
4.745542	-1.005849	
4.995179	-1.134565	
5.136628	-0.735429	
5.739886	-0.601873	
5.731955	-0.543397	
6.465288	-0.607622	
5.778780	0.388556	
5.826317	1.033233	
6.533465	1.320757	
6.941427	0.732538	
6.442919	1.098122	
6.392586	1.208649	
6.804061	1.611736	
6.422389	1.557426	
6.970709	1.504239	
7.253793	2.318468	
7.097859	2.212861	
6.474446	2.261715	
6.888953	3.712275	
7.009390	2.929996	
7.637701	3.376058	
7.348977	3.866891	
7.025608	3.256707	
7.391148	4.137158	
6.628033	4.412284	
6.767736	4.532072	
7.214569	4.796118	
7.148126	4.827651	
6.811393	5.435242	
6.622897	5.190088	
6.172037	5.426790	
6.432682	6.097278	
5.811581	6.592414	
6.073051	6.169592	
5.816166	6.324834	
5.894996	6.780938	
5.238154	7.153237	
5.361053	7.285362	
5.204537	7.229463	
4.486029	7.101180	
4.584486	7.612787	
4.792516	7.521387	
4.117018	8.068181	
3.755437	7.330936	
3.745142	7.882191	
3.281714	8.301063	
3.249877	7.827708	
2.826403	7.838346	
2.609066	7.782746	
2.498997	8.003607	
2.514748	8.038740	
1.986645	8.138848	
2.090999	7.819007	
0.734384	8.082252	
0.956168	7.837166	
0.912067	7.856004	
0.343938	7.651052	
-0.031563	7.741388	
0.297188	8.808655	
0.061462	8.659677	
-0.264656	7.869623	
-0.456120	7.638545	
-1.052693	6.884743	
-1.150662	6.947954	
-1.235687	6.782352	
-1.604356	6.963687	
-1.484272	6.773410	
-1.051141	6.477405	
-2.072849	6.150515	
-1.891598	5.774453	
-2.543600	5.845783	
-1.968266	5.970802	
-2.786811	5.535564	
-2.548153	5.233947	
-2.899520	5.143715	
-2.651729	4.883713	
-2.881309	3.981202	
-2.965083	4.225804	
-2.121953	3.843367	
-3.237976	3.109504	
-3.092686	3.067904	
-2.290682	3.116096	
-3.443827	3.204752	
-2.925404	2.633504	
-3.392999	2.526880	
-2.726955	1.926103	
-2.891386	1.297609	
-2.735033	1.724915	
-2.943031	1.166584	
-2.702372	1.562783	
-2.238794	1.495073	
-3.255998	0.631637	
-2.944944	0.875247	
-2.200669	0.583930	
-2.381283	-0.339476	
-2.122840	-0.130482	
-2.322011	-0.239853	
-1.973705	-0.350709	
-1.643575	-0.485223	
-1.551322	-0.657374	
-1.396458	-0.817959	
-1.058156	-1.266987	
-1.002165	-1.200744	
-0.097765	-2.120906	
-0.571577	-1.914951	
0.501307	-1.311857	
0.079673	-1.966990	
-0.002920	-1.754903	
0.491514	-1.473004	
1.205292	-2.252076	
1.492230	-2.320689	
1.476090	-2.215640	
1.768243	-1.957761	
2.126689	-2.161038	
1.754058	-2.389735	
2.271732	-2.552323	
2.150558	-2.162866	
2.816482	-2.076852	
3.485228	-2.117270	
3.661910	-1.969105	
4.375642	-2.140723	
3.977705	-1.556885	
3.514315	-2.271796	
4.896255	-1.462234	
4.996320	-1.179856	
4.652520	-1.499213	
5.102700	-1.115080	
5.470769	-0.853563	
5.545273	-0.958780	
5.823126	-0.602349	
5.755722	-0.289489	
5.943739	-0.500605	
6.137775	0.232798	
6.020138	0.519865	
6.818970	0.504131	
6.518049	0.635063	
6.834874	0.509856	
6.473660	1.241681	
6.496957	0.967266	
6.869578	2.052217	
6.886138	1.979446	
7.373116	2.150417	
7.236653	2.204682	
7.244519	1.923351	
6.663710	2.472090	
6.809692	3.109599	
14.182837	4.676366	
5.738248	-5.258833	
3.564219	-6.629543	
-0.737035	2.795986	
2.617530	6.520826	
6.859511	3.852453	
0.717427	-4.796171	
11.553368	-4.836602	
-4.162283	7.378743	
0.100002	2.265866	
2.264767	1.049480	
-7.867365	9.646831	
4.855374	-1.022144	
2.392862	3.683979	
2.407541	5.109922	
6.013274	7.140392	
7.270629	-1.314485	
6.051032	4.804459	
-0.367563	16.879756	
1.764709	-4.640534	
3.784938	5.191594	
-4.346843	1.839673	
-3.231959	-1.176786	
-0.156162	-1.201512	
2.392227	5.514392	
11.044198	14.693912	
6.026179	-1.008820	
-0.234629	5.731846	
-1.176910	0.176740	
9.745671	12.981659	
15.804379	5.750535	
2.845567	2.303577	
-0.418269	6.130372	
-5.133902	2.971807	
6.923690	8.591356	
3.463081	2.062770	
7.885312	-2.663160	
-2.588963	4.244570	
3.214904	10.883238	
-1.302934	-3.042940	
8.438520	1.776156	
-0.783513	8.074382	
1.558585	-6.696635	
0.243507	6.158501	
7.019511	6.802450	
4.163603	4.078093	
-3.071136	-0.889682	
-1.195074	2.963970	
-3.280835	3.470592	
4.553820	7.723019	
